Ticker,top_quintil,bottom_quintil,benchmark_600
2025-11-17,109.57325068536379,96.99000698445236,102.07555575345151
2025-11-18,107.30965331038806,95.29059355762146,100.32157781488245
2025-11-19,108.05214494405526,95.47860957119168,100.6159179934711
2025-11-20,108.7984561355515,95.31235575082705,100.77704796646077
2025-11-21,107.6731543036571,95.42968907284903,100.5567017780818
2025-11-24,108.73265474455593,95.8679815926534,101.1321580577935
2025-11-25,109.72745560581023,96.76489977781915,102.02426236087756
2025-11-26,111.18725750456302,97.29777917139663,102.93682554117743
2025-11-27,111.36863366069282,97.61480384622175,103.41343502834515
2025-11-28,112.10037981926331,97.39618991996375,103.62025108572324
2025-12-01,112.26258911201165,97.04670392284902,103.35724375576147
2025-12-02,112.24339668586816,96.68860932942675,103.18673838952756
2025-12-03,112.21483320972538,96.62086660983,103.14783970561281
2025-12-04,112.89925470489788,97.53628954208641,103.78307889566074
2025-12-05,112.75379347237788,98.15444227114928,103.8859712010628
2025-12-08,113.05244314722158,97.55321641539648,103.6248155891544
2025-12-09,113.25200973183462,97.37361328327145,103.5875752652336
2025-12-10,113.22247857776593,96.89711709891216,103.3797099089611
2025-12-11,113.94406933831903,97.57417461103996,103.98807610651484
2025-12-12,113.42542529836341,97.67821400059054,103.85618041448868
2025-12-15,114.53516126882172,97.91157960686859,104.54224909706704
2025-12-16,113.99671137145155,97.74316018538921,104.29734437555894
2025-12-17,113.84340281826957,97.71796889375241,104.27095492607718
2025-12-18,114.749094037461,98.57640127079577,105.12331494708647
2025-12-19,115.2318891091108,98.38502046415128,105.33097449046028
2025-12-22,115.64914819723577,98.35726595146778,105.42219860129407
2025-12-23,115.66543468780776,98.1711852951514,105.4307940991335
2025-12-29,115.92091275856417,98.68335045797049,105.73652176851517
2025-12-30,116.96328371759301,99.26954342474103,106.42953778303759
2026-01-05,118.88321836919842,100.21070018243363,107.54156104480859
2026-01-07,118.91402353646767,101.38594953459207,108.57138625256468
2026-01-08,118.50001087905741,101.08236879570913,108.32726321065628
2026-01-09,119.57921407856855,101.79414499218358,108.98776730673599
2026-01-12,120.39407413752281,101.41344194695367,108.99943382731976
2026-01-13,120.5188094555978,100.75806976408342,108.63924801329041
2026-01-14,120.88821702959524,100.7108549583785,108.96273078761432
2026-01-15,122.0448243637879,101.48792276213916,109.79972935155082
2026-01-16,122.07281038025756,101.14231091982037,109.63106528614092
2026-01-19,120.9477090324431,99.50303987763905,108.41260479062491
2026-01-20,120.36448704234071,98.55093639702967,107.69527419351219
2026-01-21,120.97075183164992,98.93457754968829,108.09284137025239
2026-01-22,122.69301302133462,99.99398209523515,109.43111799937198
2026-01-23,122.37305332102912,99.5664069720002,109.07650500923441
2026-01-26,122.98515527830105,99.29333566594394,109.24851988297932
2026-01-27,123.71078067505101,98.95905708119669,109.57809010648367
2026-01-28,123.65551463284412,98.93175369903962,109.35195912574964
2026-01-29,123.28911872187605,98.17688249159006,108.87852791640739
2026-01-30,123.82567428348908,97.78857176110893,109.09817507125025
2026-02-02,125.21484407523245,98.27305847871551,110.02827815356477
2026-02-03,126.29164389914212,97.6182558256849,109.94916231539061
2026-02-04,126.66686195089893,98.98709057727189,110.94064720942687
2026-02-05,125.03859081107758,98.59359200133075,110.21454567001719
2026-02-06,126.361651058709,98.69497430683903,110.82075012527702
2026-02-09,127.83677616173298,99.00974334018282,111.55741426290955
2026-02-10,127.24606220026504,100.03793969599609,111.95397847241804
2026-02-11,127.27275269994259,99.2322364278691,111.68907495256978
2026-02-12,125.99204716699413,98.90886259267413,111.09487072367168
2026-02-13,125.29593269745803,99.10442692904672,111.00983929635917
2026-02-16,125.86669262908516,98.54333374693834,110.91966744287676
2026-02-17,126.18437724638854,99.23964871926702,111.50985716405421
2026-02-18,128.42626272946748,99.85416197562384,112.46718804810132
2026-02-19,128.17456625640705,99.59162350613707,112.0566818559075
2026-02-20,129.12489013903757,100.38174529990584,112.93512769132728
2026-02-23,129.16560214096964,99.3212798840915,112.23055895973744
2026-02-24,129.02238364100788,99.60736388383292,112.46205897173867
2026-02-25,130.214411808529,99.45717051197882,112.9683758278847
2026-02-26,130.36743588005416,99.93644070608431,113.29367021759151
2026-02-27,130.04268670408115,100.25414296927929,113.55162530979328
2026-03-02,128.55156410384603,98.31403118101233,111.93264567417141
2026-03-03,124.19535336687551,95.18556880430084,108.50804494574322
2026-03-04,126.00250014092478,96.37281047439377,109.91278298821527
2026-03-05,124.67995708526598,95.13915865343886,108.78507751556141
2026-03-06,123.24383268078616,94.31093978992389,107.70222492535197
2026-03-09,122.66640799261204,92.78192806953885,106.53974161152723
2026-03-10,125.6560381486477,94.04742362348225,108.44808736543705
2026-03-11,125.14468097018434,93.05821321261789,107.75408599292979
2026-03-12,124.25195406843976,92.90681515548523,107.45002040946065
2026-03-13,123.41341498353744,92.25487689395754,106.83710192783768
2026-03-16,123.96009757326138,92.3397816119201,107.17399181358307
2026-03-17,125.2939054180695,92.84470232806378,107.94290577452963
2026-03-18,125.64801183775316,92.16590224310865,107.61285489578518
2026-03-19,123.11232464910404,89.10539572953651,104.72703857778798
2026-03-20,121.42880729377934,88.01549276924217,103.28941141162997
2026-03-23,122.49945908432178,88.65461759949808,103.86292628762726
2026-03-24,123.01578041950094,88.47797568098471,104.10251602023048
2026-03-25,125.33724828371548,89.95746364753036,105.83220461190758
2026-03-26,124.28886284429967,89.03126388386639,105.01703521311363
2026-03-27,123.19028646389857,87.92126670546934,103.98563224128159
2026-03-30,123.96019172307444,89.03209567410835,105.02901289740724
2026-03-31,125.48554312068786,89.90252802285384,106.01397538927006
2026-04-01,128.5574077623595,91.91867581426605,108.50981964487005
2026-04-07,128.09570756389522,90.82563412864786,107.76703772053686
2026-04-08,132.5652013147494,94.29921862752687,111.55503956140089
2026-04-09,132.9388300015775,93.40440040425459,111.36660044844537
2026-04-10,134.07582980330065,93.95892306372033,112.04266450915527
2026-04-13,134.1548150569186,93.77725782232508,111.80080006663088
2026-04-14,135.93028804732288,95.09734610439551,113.1317028932294
2026-04-15,136.0653249256321,95.216618907734,113.16218890677699
2026-04-16,136.25035623059608,95.42822697962404,113.47266737084965
2026-04-17,138.25414866326534,97.58892591972209,115.33866819986154
2026-04-20,137.64683336704923,96.36545429634332,114.3681212855626
2026-04-21,137.36250809039197,95.69352956508423,113.68080342353066
2026-04-22,137.15659766372605,94.8963387568084,113.19696165014335
2026-04-23,136.7436032944952,93.90607828137708,112.73023796407394
2026-04-24,136.40236690729608,92.55406973762422,111.87843484859823
2026-04-27,136.22534562157995,92.21269039340623,111.61658611324059
2026-04-28,136.53985230610343,91.49974298190315,111.27517815070024
2026-04-29,136.93387362275334,90.53689188738248,110.71428816951581
2026-04-30,138.43609952793236,91.17325815861751,111.98224976328537
2026-05-05,139.67213225523625,91.17715483034704,112.20292623754322
2026-05-06,142.501221188898,93.419848516957,114.60482568161201
2026-05-07,141.77617450898884,92.93563828362093,113.72362018303406
2026-05-08,141.23528328466261,91.95477757694994,112.95734371385606
2026-05-11,142.63123654020947,91.52041723336849,113.08620611967916
2026-05-12,141.18232938976482,90.60920182316448,111.96090459542818
2026-05-13,143.22149860183754,90.56230141217702,112.38378594318792
2026-05-15,143.66084189276592,90.40676365223005,112.05887806066457
2026-05-18,144.65351264349883,90.96946463818121,112.97890820501506
2026-05-19,143.60572235399064,91.50186815426376,113.09672146991593
2026-05-20,145.79819639221841,92.49368739473258,114.48397434691383
2026-05-21,146.11531066270777,92.36526451021435,114.58981635744378
2026-05-22,147.57718855532903,92.87445227307904,115.22216421721177
2026-05-26,149.25945694701429,93.35454419670027,115.98293027468168
2026-05-27,148.49257540742954,93.94564316004438,116.18549930829072
2026-05-28,148.38179740742467,93.59846142952813,115.78874925289755
2026-05-29,149.20127007995677,93.87498501280463,116.07738565301389
2026-06-01,148.3770442267662,92.53803412373922,114.89787186559983
2026-06-02,150.05351832279294,92.66965517486395,115.29718090769589
2026-06-03,149.5182002069936,91.65180378048214,114.66395739121533
2026-06-05,148.5334070815433,91.79807225563525,114.87093581436511
2026-06-08,148.85413486517362,91.2736966890926,114.58807123265602
2026-06-09,148.19867645232034,91.33861229442961,114.30143504682513
2026-06-10,148.35622722031562,90.98797621032591,114.23070938361136
2026-06-11,150.21162576909904,90.43518994188896,114.41517331575137
2026-06-12,153.44345077002754,91.77372299976683,116.31306728747721
2026-06-15,154.59419903055843,92.22013701324833,116.8239246599953
2026-06-16,155.07163778119346,92.06586332897857,116.82018378109424
2026-06-17,156.4457183666972,91.87744052039245,117.22300443958544
2026-06-18,155.5284843027352,91.47009864755317,116.67343773406542
2026-06-22,156.6730923753645,90.99897059620656,116.84998019058324
2026-06-23,155.2314209302038,90.34511569897418,116.10070181190022
2026-06-24,153.65331130440867,91.08411981088432,116.30779017420562
2026-06-25,154.20923401027326,91.37272529395027,116.72901039894916
2026-06-26,153.14958012069349,90.92597980813993,116.20151508668992
2026-06-29,152.70548740168047,90.56304630488923,115.88654119700806
2026-06-30,154.08160522581164,90.50403848748532,116.33386552285397
2026-07-01,153.7184518714719,91.19577023432454,116.56723156863036
2026-07-02,155.24975227298452,92.57567112653435,118.11113422855031
2026-07-03,157.0185477398728,92.90039447362649,119.05991805664698
2026-07-06,156.91153074939302,92.81210966805112,118.72955806179452
2026-07-07,155.4881073429204,92.81421908366185,118.24469484042383
2026-07-08,154.07809179884427,90.44989782818291,116.20492028475343
2026-07-09,155.84048358246062,90.68051281126183,116.98125451316727
2026-07-10,156.62078849616495,91.1200298631521,117.35353531347855
2026-07-13,157.51182615112884,91.31854118163851,117.73497307106197
2026-07-14,158.74860801386922,90.8796457481062,117.96770310546908
2026-07-15,158.1887496821039,91.69688761013701,118.22375346685368
2026-07-16,158.14230611956745,91.77511835590994,118.51754441580391
2026-07-17,157.4031946385163,91.74883800321639,118.35303484445615
2026-07-20,157.64910036576427,91.18784479404212,117.9743574023293
2026-07-21,159.91880348757212,90.52598542705977,118.32046379427143
